sentence	label
an exercise in gross romanticization of the delusional personality type 	0
a good vampire tale 	1
spins the multiple stories in a vibrant and intoxicating fashion 	1
a movie of technical skill and rare depth of intellect and feeling 	1
they have been patiently waiting for 	1
rock solid family fun 	1
thriller junk . 	0
every conceivable mistake a director could make in filming opera 	0
entirely infantile 	0
lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness . 	1
not into high-tech splatterfests 	0
a nightmare 	0
smart and fun , but far more witty than it is wise . 	1
the more you will probably like it . 	1
hard to care 	0
austerity and forcefulness 	1
hates 	0
, though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction . 	0
best 	1
a film of ideas and wry comic mayhem 	1
rubbo 's dumbed-down tactics 	0
ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending . 	1
been a lighthearted comedy 	1
irresistible blend 	1
quite entertaining 	1
as one of ( witherspoon 's ) better films 	1
falls far short of poetry 	0
in the `` soon-to-be-forgettable '' section of the quirky rip-off prison 	0
we hate ( madonna ) within the film 's first five minutes , and 	0
the adjective ` gentle ' applies 	1
a suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers . 	1
a low-key labor of love that strikes a very resonant chord . 	1
stylish but steady , 	1
a movie this bad 	0
some of the dramatic conviction that underlies the best of comedies 	1
give what may be the performances of their careers 	1
has been overexposed , redolent of a thousand cliches 	0
all end in someone screaming 	0
at the helm 	1
betters it 	1
in which the rest of the cast was outshined by ll cool j. 	0
better still 	1
's spiffing up leftovers that are n't so substantial or fresh 	0
dogtown and z-boys has a compelling story to tell . 	1
without intent 	1
, by the end , no one in the audience or the film seems to really care 	0
sleep-inducingly 	0
moody , oozing , chilling and heart-warming 	1
the paranoid claustrophobia 	0
giddy viewing 	1
... a solid , well-formed satire . 	1
with his inescapable past and uncertain future in a very shapable but largely unfulfilling present 	0
that it can not even be dubbed hedonistic . 	0
ingenious fun 	1
of new york 's finest and a nicely understated expression of the grief 	1
essentially a collection of bits -- 	0
perfect use in the breathtakingly beautiful outer-space documentary space station 3d 	1
rock-solid 	1
poignant and moving 	1
defeated by a screenplay that forces them into bizarre , implausible behavior 	0
pilot episode 	1
felt trapped and with no obvious escape for the entire 100 minutes . 	0
is an inspirational love story , capturing the innocence and idealism of that first encounter 	1
there 's a sheer unbridled delight in the way the story unfurls ... 	1
smart and fun , but far more witty 	1
a doctor 's office , emergency room , hospital bed or insurance company office 	1
this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot 	0
is inspiring , ironic , and revelatory of just 	1
ecstasy 	1
just never gets off the ground . 	0
an actor this uncharismatically beautiful 	1
treading water at best in this forgettable effort 	0
of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery 	1
fairy-tale conclusion 	1
well worth revisiting as many times 	1
an uneven mix of dark satire and childhood awakening 	1
salma goes native and she 's never been better in this colorful bio-pic of a mexican icon 	1
self-absorbed 	0
dumb , narratively chaotic , visually sloppy ... a weird amalgam 	0
a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action 	1
an inspiring tale 	1
fine music 	1
emphasizes the q in quirky , with mixed results . 	0
unforced , rapid-fire delivery 	1
a talent 	1
that not only would subtlety be lost on the target audience , but 	0
would change the fact that what we have here is a load of clams left in the broiling sun for a good three days 	0
it 's a hellish , numbing experience to watch 	0
austin powers for the most part is extremely funny , the first part making up for any flaws that come later . 	1
is n't particularly funny 	0
has a well-deserved reputation as one of the cinema world 's great visual stylists 	1
languishing 	0
, when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside . 	1
i 've never bought from telemarketers , but i bought this movie 	1
is no rest period , no timeout 	1
best describes this film : honest 	1
the plot grinds itself out in increasingly incoherent fashion 	0
impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies . 	0
littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups . 	0
- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff 	0
a fine , rousing , g-rated family film 	1
awkwardly contrived exercise 	0
all works out 	1
a clever script 	1
above the rest 	1
it 's better than the phantom menace . 	1
oleander 's uninspired story 	0
the cute frissons of discovery and humor between chaplin and kidman 	1
the story and ensuing complications are too manipulative 	0
heart and unsettling subject matter 	1
the pile of useless actioners 	0
hideous 	0
a dreadful day in irish history is given passionate , if somewhat flawed , treatment . 	1
doze off 	0
engaging charisma 	1
of work and 2002 's first great film 	1
proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film 	1
is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction 	1
at soccer hooliganism 	0
of the idealistic kid who chooses to champion his ultimately losing cause 	1
just zings along with vibrance and warmth . 	1
there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme . 	0
remembered in the endlessly challenging maze of moviegoing 	1
at least passably 	1
with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds 	1
something a little more special behind it : 	1
so sloppy , so uneven , 	0
brutally labored and unfunny 	0
this slick and sprightly cgi feature 	1
just more of the same , done with noticeably less energy and imagination 	0
